"Date","Ozone AQI Value","Main Pollutant","Site Name","Site ID","Source"
"03/04/2014","43","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"03/05/2014","43","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"03/06/2014","45","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"03/07/2014","42","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"03/08/2014","43","","Not Available","49-047-2002","AQS"
"03/09/2014","43","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"03/10/2014","45","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"03/11/2014","42","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"03/12/2014","44","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"03/13/2014","47","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"03/14/2014","58","","Not Available","49-047-2002","AQS"
"03/15/2014","54","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"03/16/2014","47","","Not Available","49-047-2002","AQS"
"03/17/2014","50","","Vernal","49-047-1003","AQS"
"03/18/2014","41","","Not Available","49-047-2002","AQS"
"03/19/2014","44","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
