"Date","Ozone AQI Value","Main Pollutant","Site Name","Site ID","Source"
"12/08/2013","29","","Hawthorne","49-035-3006","AQS"
"12/09/2013","26","","Hawthorne","49-035-3006","AQS"
"12/10/2013","19","","Hawthorne","49-035-3006","AQS"
"12/11/2013","12","","Hawthorne","49-035-3006","AQS"
"12/12/2013","12","","Hawthorne","49-035-3006","AQS"
"12/13/2013","7","","Hawthorne","49-035-3006","AQS"
"12/14/2013","6","","Hawthorne","49-035-3006","AQS"
"12/15/2013","16","","Hawthorne","49-035-3006","AQS"
"12/16/2013","7","","Hawthorne","49-035-3006","AQS"
"12/17/2013","7","","Hawthorne","49-035-3006","AQS"
"12/18/2013","5","","Hawthorne","49-035-3006","AQS"
"12/19/2013","17","","Hawthorne","49-035-3006","AQS"
"12/20/2013","19","","Hawthorne","49-035-3006","AQS"
"12/21/2013","11","","Hawthorne","49-035-3006","AQS"
"12/22/2013","11","","Hawthorne","49-035-3006","AQS"
"12/23/2013","6","","Hawthorne","49-035-3006","AQS"
"12/24/2013","33","","Hawthorne","49-035-3006","AQS"
"12/25/2013","26","","Hawthorne","49-035-3006","AQS"
"12/26/2013","13","","Hawthorne","49-035-3006","AQS"
"12/27/2013","11","","Hawthorne","49-035-3006","AQS"
"12/28/2013","14","","Hawthorne","49-035-3006","AQS"
"12/29/2013","21","","Hawthorne","49-035-3006","AQS"
"12/30/2013","10","","Hawthorne","49-035-3006","AQS"
"12/31/2013","5","","Hawthorne","49-035-3006","AQS"
"01/01/2014","18","","Hawthorne","49-035-3006","AQS"
"01/02/2014","12","","Hawthorne","49-035-3006","AQS"
"01/03/2014","5","","Hawthorne","49-035-3006","AQS"
"01/04/2014","23","","Hawthorne","49-035-3006","AQS"
"01/05/2014","31","","Hawthorne","49-035-3006","AQS"
"01/06/2014","18","","Hawthorne","49-035-3006","AQS"
"01/07/2014","3","","Hawthorne","49-035-3006","AQS"
"01/08/2014","4","","Hawthorne","49-035-3006","AQS"
"01/09/2014","9","","Hawthorne","49-035-3006","AQS"
"01/10/2014","9","","Hawthorne","49-035-3006","AQS"
"01/11/2014","29","","Hawthorne","49-035-3006","AQS"
"01/12/2014","29","","Hawthorne","49-035-3006","AQS"
"01/13/2014","14","","Hawthorne","49-035-3006","AQS"
"01/14/2014","21","","Hawthorne","49-035-3006","AQS"
"01/15/2014","15","","Hawthorne","49-035-3006","AQS"
"01/16/2014","12","","Hawthorne","49-035-3006","AQS"
"01/17/2014","13","","Hawthorne","49-035-3006","AQS"
"01/18/2014","14","","Hawthorne","49-035-3006","AQS"
"01/19/2014","15","","Hawthorne","49-035-3006","AQS"
"01/20/2014","16","","Hawthorne","49-035-3006","AQS"
"01/21/2014","10","","Hawthorne","49-035-3006","AQS"
"01/22/2014","7","","Hawthorne","49-035-3006","AQS"
"01/23/2014","19","","Hawthorne","49-035-3006","AQS"
"01/24/2014","14","","Hawthorne","49-035-3006","AQS"
"01/25/2014","17","","Hawthorne","49-035-3006","AQS"
"01/26/2014","20","","Hawthorne","49-035-3006","AQS"
"01/27/2014","14","","Hawthorne","49-035-3006","AQS"
"01/28/2014","24","","Hawthorne","49-035-3006","AQS"
"01/29/2014","19","","Hawthorne","49-035-3006","AQS"
"01/30/2014","21","","Hawthorne","49-035-3006","AQS"
"01/31/2014","23","","Hawthorne","49-035-3006","AQS"
"02/01/2014","25","","Hawthorne","49-035-3006","AQS"
"02/02/2014","34","","Hawthorne","49-035-3006","AQS"
"02/03/2014","28","","Hawthorne","49-035-3006","AQS"
"02/04/2014","31","","Hawthorne","49-035-3006","AQS"
"02/05/2014","29","","Hawthorne","49-035-3006","AQS"
"02/06/2014","12","","Hawthorne","49-035-3006","AQS"
"02/07/2014","36","","Hawthorne","49-035-3006","AQS"
"02/08/2014","31","","Hawthorne","49-035-3006","AQS"
"02/09/2014","25","","Hawthorne","49-035-3006","AQS"
"02/10/2014","29","","Hawthorne","49-035-3006","AQS"
"02/11/2014","24","","Hawthorne","49-035-3006","AQS"
"02/12/2014","18","","Hawthorne","49-035-3006","AQS"
"02/13/2014","20","","Hawthorne","49-035-3006","AQS"
"02/14/2014","15","","Hawthorne","49-035-3006","AQS"
"02/15/2014","24","","Hawthorne","49-035-3006","AQS"
"02/16/2014","32","","Hawthorne","49-035-3006","AQS"
"02/17/2014","32","","Hawthorne","49-035-3006","AQS"
"02/18/2014","31","","Hawthorne","49-035-3006","AQS"
"02/19/2014","34","","Hawthorne","49-035-3006","AQS"
"02/20/2014","32","","Hawthorne","49-035-3006","AQS"
"02/21/2014","35","","Hawthorne","49-035-3006","AQS"
"02/22/2014","36","","Hawthorne","49-035-3006","AQS"
"02/23/2014","38","","Hawthorne","49-035-3006","AQS"
"02/24/2014","31","","Hawthorne","49-035-3006","AQS"
"02/25/2014","31","","Hawthorne","49-035-3006","AQS"
"02/27/2014","28","","Hawthorne","49-035-3006","AQS"
"02/28/2014","34","","Hawthorne","49-035-3006","AQS"
"03/01/2014","42","","Hawthorne","49-035-3006","AQS"
"03/02/2014","39","","Hawthorne","49-035-3006","AQS"
"03/03/2014","39","","Hawthorne","49-035-3006","AQS"
"03/04/2014","31","","Hawthorne","49-035-3006","AQS"
"03/05/2014","33","","Hawthorne","49-035-3006","AQS"
"03/07/2014","36","","Hawthorne","49-035-3006","AQS"
"03/08/2014","40","","Hawthorne","49-035-3006","AQS"
"03/09/2014","37","","Hawthorne","49-035-3006","AQS"
"03/10/2014","37","","Hawthorne","49-035-3006","AQS"
"03/11/2014","34","","Hawthorne","49-035-3006","AQS"
"03/12/2014","47","","Snowbird","49-035-0015","AQS"
"03/13/2014","51","","Snowbird","49-035-0015","AQS"
"03/14/2014","50","","Snowbird","49-035-0015","AQS"
"03/15/2014","48","","Snowbird","49-035-0015","AQS"
"03/16/2014","46","","Snowbird","49-035-0015","AQS"
"03/17/2014","45","","Snowbird","49-035-0015","AQS"
"03/18/2014","44","","Snowbird","49-035-0015","AQS"
